column,row,field,channel,rel_fp
F,9,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f04d3.TIF
E,9,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E09f08d0.TIF
F,10,8,1,MFGTMP_220411120001/MFGTMP_220411120001_F10f08d1.TIF
E,7,2,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f02d2.TIF
B,7,7,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f07d1.TIF
B,10,1,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f01d1.TIF
E,10,4,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f04d2.TIF
F,11,8,1,MFGTMP_220411120001/MFGTMP_220411120001_F11f08d1.TIF
B,6,7,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f07d1.TIF
E,6,2,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f02d2.TIF
E,11,4,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f04d2.TIF
B,11,1,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f01d1.TIF
C,9,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f00d2.TIF
D,9,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f05d1.TIF
D,8,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f05d1.TIF
C,8,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f00d2.TIF
C,6,8,2,MFGTMP_220411120001/MFGTMP_220411120001_C06f08d2.TIF
C,5,1,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f01d4.TIF
G,6,1,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f01d2.TIF
G,11,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f07d2.TIF
G,5,8,4,MFGTMP_220411120001/MFGTMP_220411120001_G05f08d4.TIF
C,4,1,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f01d4.TIF
C,7,8,2,MFGTMP_220411120001/MFGTMP_220411120001_C07f08d2.TIF
G,4,8,4,MFGTMP_220411120001/MFGTMP_220411120001_G04f08d4.TIF
G,7,1,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f01d2.TIF
G,10,7,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f07d2.TIF
F,8,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f06d1.TIF
F,9,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f06d1.TIF
E,10,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f06d0.TIF
B,10,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f03d3.TIF
B,7,5,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f05d3.TIF
E,7,0,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f00d0.TIF
B,11,3,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f03d3.TIF
E,11,6,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f06d0.TIF
E,6,0,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f00d0.TIF
B,6,5,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f05d3.TIF
F,2,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f00d4.TIF
D,9,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f07d3.TIF
C,9,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f02d0.TIF
C,8,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f02d0.TIF
F,3,0,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f00d4.TIF
D,8,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f07d3.TIF
D,4,2,1,MFGTMP_220411120001/MFGTMP_220411120001_D04f02d1.TIF
C,4,7,2,MFGTMP_220411120001/MFGTMP_220411120001_C04f07d2.TIF
C,10,8,4,MFGTMP_220411120001/MFGTMP_220411120001_C10f08d4.TIF
G,7,7,4,MFGTMP_220411120001/MFGTMP_220411120001_G07f07d4.TIF
G,10,1,4,MFGTMP_220411120001/MFGTMP_220411120001_G10f01d4.TIF
C,11,8,4,MFGTMP_220411120001/MFGTMP_220411120001_C11f08d4.TIF
C,5,7,2,MFGTMP_220411120001/MFGTMP_220411120001_C05f07d2.TIF
D,5,2,1,MFGTMP_220411120001/MFGTMP_220411120001_D05f02d1.TIF
G,6,7,4,MFGTMP_220411120001/MFGTMP_220411120001_G06f07d4.TIF
G,11,1,4,MFGTMP_220411120001/MFGTMP_220411120001_G11f01d4.TIF
D,2,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D02f07d0.TIF
C,2,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C02f02d3.TIF
C,3,2,3,MFGTMP_220411120001/MFGTMP_220411120001_C03f02d3.TIF
D,3,7,0,MFGTMP_220411120001/MFGTMP_220411120001_D03f07d0.TIF
F,5,3,3,MFGTMP_220411120001/MFGTMP_220411120001_F05f03d3.TIF
F,4,3,3,MFGTMP_220411120001/MFGTMP_220411120001_F04f03d3.TIF
F,3,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F03f06d2.TIF
F,2,6,2,MFGTMP_220411120001/MFGTMP_220411120001_F02f06d2.TIF
C,4,5,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f05d0.TIF
D,4,0,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f00d3.TIF
D,5,0,3,MFGTMP_220411120001/MFGTMP_220411120001_D05f00d3.TIF
C,5,5,0,MFGTMP_220411120001/MFGTMP_220411120001_C05f05d0.TIF
C,2,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f00d1.TIF
D,2,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f05d2.TIF
D,3,5,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f05d2.TIF
C,3,0,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f00d1.TIF
F,5,1,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f01d1.TIF
E,6,4,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f04d4.TIF
E,11,2,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f02d4.TIF
B,5,8,1,MFGTMP_220411120001/MFGTMP_220411120001_B05f08d1.TIF
F,4,1,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f01d1.TIF
B,4,8,1,MFGTMP_220411120001/MFGTMP_220411120001_B04f08d1.TIF
E,7,4,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f04d4.TIF
E,10,2,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f02d4.TIF
E,3,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E03f08d3.TIF
F,3,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f04d0.TIF
C,8,6,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f06d4.TIF
E,2,8,3,MFGTMP_220411120001/MFGTMP_220411120001_E02f08d3.TIF
C,9,6,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f06d4.TIF
F,2,4,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f04d0.TIF
F,4,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F04f06d0.TIF
F,5,6,0,MFGTMP_220411120001/MFGTMP_220411120001_F05f06d0.TIF
F,2,3,1,MFGTMP_220411120001/MFGTMP_220411120001_F02f03d1.TIF
F,3,3,1,MFGTMP_220411120001/MFGTMP_220411120001_F03f03d1.TIF
D,11,8,4,MFGTMP_220411120001/MFGTMP_220411120001_D11f08d4.TIF
C,5,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C05f02d1.TIF
D,5,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D05f07d2.TIF
D,4,7,2,MFGTMP_220411120001/MFGTMP_220411120001_D04f07d2.TIF
C,4,2,1,MFGTMP_220411120001/MFGTMP_220411120001_C04f02d1.TIF
D,10,8,4,MFGTMP_220411120001/MFGTMP_220411120001_D10f08d4.TIF
C,3,7,0,MFGTMP_220411120001/MFGTMP_220411120001_C03f07d0.TIF
D,3,2,3,MFGTMP_220411120001/MFGTMP_220411120001_D03f02d3.TIF
F,8,5,4,MFGTMP_220411120001/MFGTMP_220411120001_F08f05d4.TIF
D,2,2,3,MFGTMP_220411120001/MFGTMP_220411120001_D02f02d3.TIF
F,9,5,4,MFGTMP_220411120001/MFGTMP_220411120001_F09f05d4.TIF
C,2,7,0,MFGTMP_220411120001/MFGTMP_220411120001_C02f07d0.TIF
F,4,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F04f04d2.TIF
E,4,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E04f08d1.TIF
B,10,2,4,MFGTMP_220411120001/MFGTMP_220411120001_B10f02d4.TIF
B,7,4,4,MFGTMP_220411120001/MFGTMP_220411120001_B07f04d4.TIF
F,5,4,2,MFGTMP_220411120001/MFGTMP_220411120001_F05f04d2.TIF
B,11,2,4,MFGTMP_220411120001/MFGTMP_220411120001_B11f02d4.TIF
B,6,4,4,MFGTMP_220411120001/MFGTMP_220411120001_B06f04d4.TIF
E,5,8,1,MFGTMP_220411120001/MFGTMP_220411120001_E05f08d1.TIF
B,2,8,3,MFGTMP_220411120001/MFGTMP_220411120001_B02f08d3.TIF
F,2,1,3,MFGTMP_220411120001/MFGTMP_220411120001_F02f01d3.TIF
D,9,6,4,MFGTMP_220411120001/MFGTMP_220411120001_D09f06d4.TIF
B,3,8,3,MFGTMP_220411120001/MFGTMP_220411120001_B03f08d3.TIF
F,3,1,3,MFGTMP_220411120001/MFGTMP_220411120001_F03f01d3.TIF
D,8,6,4,MFGTMP_220411120001/MFGTMP_220411120001_D08f06d4.TIF
D,5,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D05f05d0.TIF
C,5,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C05f00d3.TIF
C,4,0,3,MFGTMP_220411120001/MFGTMP_220411120001_C04f00d3.TIF
D,4,5,0,MFGTMP_220411120001/MFGTMP_220411120001_D04f05d0.TIF
D,3,0,1,MFGTMP_220411120001/MFGTMP_220411120001_D03f00d1.TIF
C,3,5,2,MFGTMP_220411120001/MFGTMP_220411120001_C03f05d2.TIF
C,2,5,2,MFGTMP_220411120001/MFGTMP_220411120001_C02f05d2.TIF
D,2,0,1,MFGTMP_220411120001/MFGTMP_220411120001_D02f00d1.TIF
F,5,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F05f02d4.TIF
E,11,1,1,MFGTMP_220411120001/MFGTMP_220411120001_E11f01d1.TIF
B,11,4,2,MFGTMP_220411120001/MFGTMP_220411120001_B11f04d2.TIF
B,6,2,2,MFGTMP_220411120001/MFGTMP_220411120001_B06f02d2.TIF
E,6,7,1,MFGTMP_220411120001/MFGTMP_220411120001_E06f07d1.TIF
F,4,2,4,MFGTMP_220411120001/MFGTMP_220411120001_F04f02d4.TIF
B,10,4,2,MFGTMP_220411120001/MFGTMP_220411120001_B10f04d2.TIF
E,10,1,1,MFGTMP_220411120001/MFGTMP_220411120001_E10f01d1.TIF
E,7,7,1,MFGTMP_220411120001/MFGTMP_220411120001_E07f07d1.TIF
B,7,2,2,MFGTMP_220411120001/MFGTMP_220411120001_B07f02d2.TIF
D,8,0,2,MFGTMP_220411120001/MFGTMP_220411120001_D08f00d2.TIF
C,8,5,1,MFGTMP_220411120001/MFGTMP_220411120001_C08f05d1.TIF
C,9,5,1,MFGTMP_220411120001/MFGTMP_220411120001_C09f05d1.TIF
D,9,0,2,MFGTMP_220411120001/MFGTMP_220411120001_D09f00d2.TIF
G,7,6,3,MFGTMP_220411120001/MFGTMP_220411120001_G07f06d3.TIF
G,10,0,3,MFGTMP_220411120001/MFGTMP_220411120001_G10f00d3.TIF
G,6,6,3,MFGTMP_220411120001/MFGTMP_220411120001_G06f06d3.TIF
G,11,0,3,MFGTMP_220411120001/MFGTMP_220411120001_G11f00d3.TIF
C,2,3,4,MFGTMP_220411120001/MFGTMP_220411120001_C02f03d4.TIF
F,9,1,0,MFGTMP_220411120001/MFGTMP_220411120001_F09f01d0.TIF
B,9,8,0,MFGTMP_220411120001/MFGTMP_220411120001_B09f08d0.TIF
F,8,1,0,MFGTMP_220411120001/MFGTMP_220411120001_F08f01d0.TIF
C,3,3,4,MFGTMP_220411120001/MFGTMP_220411120001_C03f03d4.TIF
B,8,8,0,MFGTMP_220411120001/MFGTMP_220411120001_B08f08d0.TIF
E,6,5,3,MFGTMP_220411120001/MFGTMP_220411120001_E06f05d3.TIF
B,6,0,0,MFGTMP_220411120001/MFGTMP_220411120001_B06f00d0.TIF
B,11,6,0,MFGTMP_220411120001/MFGTMP_220411120001_B11f06d0.TIF
E,11,3,3,MFGTMP_220411120001/MFGTMP_220411120001_E11f03d3.TIF
B,7,0,0,MFGTMP_220411120001/MFGTMP_220411120001_B07f00d0.TIF
E,7,5,3,MFGTMP_220411120001/MFGTMP_220411120001_E07f05d3.TIF
E,10,3,3,MFGTMP_220411120001/MFGTMP_220411120001_E10f03d3.TIF
B,10,6,0,MFGTMP_220411120001/MFGTMP_220411120001_B10f06d0.TIF
C,8,7,3,MFGTMP_220411120001/MFGTMP_220411120001_C08f07d3.TIF
D,8,2,0,MFGTMP_220411120001/MFGTMP_220411120001_D08f02d0.TIF
D,9,2,0,MFGTMP_220411120001/MFGTMP_220411120001_D09f02d0.TIF
C,9,7,3,MFGTMP_220411120001/MFGTMP_220411120001_C09f07d3.TIF
D,4,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D04f01d4.TIF
D,7,8,2,MFGTMP_220411120001/MFGTMP_220411120001_D07f08d2.TIF
G,10,2,1,MFGTMP_220411120001/MFGTMP_220411120001_G10f02d1.TIF
G,7,4,1,MFGTMP_220411120001/MFGTMP_220411120001_G07f04d1.TIF
D,6,8,2,MFGTMP_220411120001/MFGTMP_220411120001_D06f08d2.TIF
D,5,1,4,MFGTMP_220411120001/MFGTMP_220411120001_D05f01d4.TIF
G,11,2,1,MFGTMP_220411120001/MFGTMP_220411120001_G11f02d1.TIF
G,6,4,1,MFGTMP_220411120001/MFGTMP_220411120001_G06f04d1.TIF
F,9,3,2,MFGTMP_220411120001/MFGTMP_220411120001_F09f03d2.TIF
F,8,3,2,MFGTMP_220411120001/MFGTMP_220411120001_F08f03d2.TIF
D,3,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f04d4.TIF
F,8,3,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f03d3.TIF
D,2,4,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f04d4.TIF
F,9,3,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f03d3.TIF
D,6,8,3,MFGTMP_220411120001/MFGTMP_220411120001_D06f08d3.TIF
G,6,4,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f04d0.TIF
G,11,2,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f02d0.TIF
D,7,8,3,MFGTMP_220411120001/MFGTMP_220411120001_D07f08d3.TIF
G,7,4,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f04d0.TIF
G,10,2,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f02d0.TIF
C,9,7,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f07d2.TIF
D,9,2,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f02d1.TIF
D,8,2,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f02d1.TIF
C,8,7,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f07d2.TIF
B,10,6,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f06d1.TIF
E,10,3,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f03d2.TIF
E,7,5,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f05d2.TIF
B,7,0,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f00d1.TIF
E,11,3,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f03d2.TIF
B,11,6,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f06d1.TIF
B,6,0,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f00d1.TIF
E,6,5,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f05d2.TIF
F,8,1,1,MFGTMP_220411120001/MFGTMP_220411120001_F08f01d1.TIF
B,8,8,1,MFGTMP_220411120001/MFGTMP_220411120001_B08f08d1.TIF
F,9,1,1,MFGTMP_220411120001/MFGTMP_220411120001_F09f01d1.TIF
B,9,8,1,MFGTMP_220411120001/MFGTMP_220411120001_B09f08d1.TIF
G,11,0,2,MFGTMP_220411120001/MFGTMP_220411120001_G11f00d2.TIF
G,6,6,2,MFGTMP_220411120001/MFGTMP_220411120001_G06f06d2.TIF
C,5,6,4,MFGTMP_220411120001/MFGTMP_220411120001_C05f06d4.TIF
G,10,0,2,MFGTMP_220411120001/MFGTMP_220411120001_G10f00d2.TIF
G,7,6,2,MFGTMP_220411120001/MFGTMP_220411120001_G07f06d2.TIF
C,4,6,4,MFGTMP_220411120001/MFGTMP_220411120001_C04f06d4.TIF
F,2,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f07d4.TIF
D,9,0,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f00d3.TIF
C,9,5,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f05d0.TIF
C,8,5,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f05d0.TIF
F,3,7,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f07d4.TIF
D,8,0,3,MFGTMP_220411120001/MFGTMP_220411120001_D08f00d3.TIF
B,7,2,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f02d3.TIF
E,7,7,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f07d0.TIF
E,10,1,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f01d0.TIF
B,10,4,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f04d3.TIF
E,6,7,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f07d0.TIF
B,6,2,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f02d3.TIF
B,11,4,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f04d3.TIF
E,11,1,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f01d0.TIF
D,2,0,0,MFGTMP_220411120001/MFGTMP_220411120001_D02f00d0.TIF
C,2,5,3,MFGTMP_220411120001/MFGTMP_220411120001_C02f05d3.TIF
C,3,5,3,MFGTMP_220411120001/MFGTMP_220411120001_C03f05d3.TIF
D,3,0,0,MFGTMP_220411120001/MFGTMP_220411120001_D03f00d0.TIF
G,10,6,4,MFGTMP_220411120001/MFGTMP_220411120001_G10f06d4.TIF
G,7,0,4,MFGTMP_220411120001/MFGTMP_220411120001_G07f00d4.TIF
D,4,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D04f05d1.TIF
C,4,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C04f00d2.TIF
G,11,6,4,MFGTMP_220411120001/MFGTMP_220411120001_G11f06d4.TIF
G,6,0,4,MFGTMP_220411120001/MFGTMP_220411120001_G06f00d4.TIF
C,5,0,2,MFGTMP_220411120001/MFGTMP_220411120001_C05f00d2.TIF
D,5,5,1,MFGTMP_220411120001/MFGTMP_220411120001_D05f05d1.TIF
B,3,8,2,MFGTMP_220411120001/MFGTMP_220411120001_B03f08d2.TIF
F,3,1,2,MFGTMP_220411120001/MFGTMP_220411120001_F03f01d2.TIF
B,2,8,2,MFGTMP_220411120001/MFGTMP_220411120001_B02f08d2.TIF
F,2,1,2,MFGTMP_220411120001/MFGTMP_220411120001_F02f01d2.TIF
F,5,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F05f04d3.TIF
E,5,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E05f08d0.TIF
F,4,4,3,MFGTMP_220411120001/MFGTMP_220411120001_F04f04d3.TIF
E,4,8,0,MFGTMP_220411120001/MFGTMP_220411120001_E04f08d0.TIF
C,2,7,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f07d1.TIF
D,2,2,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f02d2.TIF
D,3,2,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f02d2.TIF
C,3,7,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f07d1.TIF
C,4,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f02d0.TIF
D,4,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f07d3.TIF
D,5,7,3,MFGTMP_220411120001/MFGTMP_220411120001_D05f07d3.TIF
C,5,2,0,MFGTMP_220411120001/MFGTMP_220411120001_C05f02d0.TIF
F,3,3,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f03d0.TIF
C,8,1,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f01d4.TIF
G,8,8,4,MFGTMP_220411120001/MFGTMP_220411120001_G08f08d4.TIF
C,9,1,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f01d4.TIF
F,2,3,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f03d0.TIF
G,9,8,4,MFGTMP_220411120001/MFGTMP_220411120001_G09f08d4.TIF
E,11,5,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f05d4.TIF
E,6,3,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f03d4.TIF
F,5,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f06d1.TIF
E,10,5,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f05d4.TIF
E,7,3,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f03d4.TIF
F,4,6,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f06d1.TIF
F,5,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F05f06d3.TIF
F,4,6,3,MFGTMP_220411120001/MFGTMP_220411120001_F04f06d3.TIF
F,3,3,2,MFGTMP_220411120001/MFGTMP_220411120001_F03f03d2.TIF
F,2,3,2,MFGTMP_220411120001/MFGTMP_220411120001_F02f03d2.TIF
G,10,4,4,MFGTMP_220411120001/MFGTMP_220411120001_G10f04d4.TIF
G,7,2,4,MFGTMP_220411120001/MFGTMP_220411120001_G07f02d4.TIF
D,4,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D04f07d1.TIF
C,4,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C04f02d2.TIF
G,11,4,4,MFGTMP_220411120001/MFGTMP_220411120001_G11f04d4.TIF
G,6,2,4,MFGTMP_220411120001/MFGTMP_220411120001_G06f02d4.TIF
C,5,2,2,MFGTMP_220411120001/MFGTMP_220411120001_C05f02d2.TIF
D,5,7,1,MFGTMP_220411120001/MFGTMP_220411120001_D05f07d1.TIF
D,2,2,0,MFGTMP_220411120001/MFGTMP_220411120001_D02f02d0.TIF
C,2,7,3,MFGTMP_220411120001/MFGTMP_220411120001_C02f07d3.TIF
C,3,7,3,MFGTMP_220411120001/MFGTMP_220411120001_C03f07d3.TIF
D,3,2,0,MFGTMP_220411120001/MFGTMP_220411120001_D03f02d0.TIF
E,11,7,4,MFGTMP_220411120001/MFGTMP_220411120001_E11f07d4.TIF
E,6,1,4,MFGTMP_220411120001/MFGTMP_220411120001_E06f01d4.TIF
E,5,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E05f08d2.TIF
F,5,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F05f04d1.TIF
E,4,8,2,MFGTMP_220411120001/MFGTMP_220411120001_E04f08d2.TIF
E,10,7,4,MFGTMP_220411120001/MFGTMP_220411120001_E10f07d4.TIF
E,7,1,4,MFGTMP_220411120001/MFGTMP_220411120001_E07f01d4.TIF
F,4,4,1,MFGTMP_220411120001/MFGTMP_220411120001_F04f04d1.TIF
F,3,1,0,MFGTMP_220411120001/MFGTMP_220411120001_F03f01d0.TIF
C,8,3,4,MFGTMP_220411120001/MFGTMP_220411120001_C08f03d4.TIF
B,3,8,0,MFGTMP_220411120001/MFGTMP_220411120001_B03f08d0.TIF
C,9,3,4,MFGTMP_220411120001/MFGTMP_220411120001_C09f03d4.TIF
F,2,1,0,MFGTMP_220411120001/MFGTMP_220411120001_F02f01d0.TIF
B,2,8,0,MFGTMP_220411120001/MFGTMP_220411120001_B02f08d0.TIF
C,4,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C04f00d0.TIF
D,4,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D04f05d3.TIF
D,5,5,3,MFGTMP_220411120001/MFGTMP_220411120001_D05f05d3.TIF
C,5,0,0,MFGTMP_220411120001/MFGTMP_220411120001_C05f00d0.TIF
C,2,5,1,MFGTMP_220411120001/MFGTMP_220411120001_C02f05d1.TIF
D,2,0,2,MFGTMP_220411120001/MFGTMP_220411120001_D02f00d2.TIF
D,3,0,2,MFGTMP_220411120001/MFGTMP_220411120001_D03f00d2.TIF
C,3,5,1,MFGTMP_220411120001/MFGTMP_220411120001_C03f05d1.TIF
B,10,4,1,MFGTMP_220411120001/MFGTMP_220411120001_B10f04d1.TIF
E,10,1,2,MFGTMP_220411120001/MFGTMP_220411120001_E10f01d2.TIF
E,7,7,2,MFGTMP_220411120001/MFGTMP_220411120001_E07f07d2.TIF
B,7,2,1,MFGTMP_220411120001/MFGTMP_220411120001_B07f02d1.TIF
E,11,1,2,MFGTMP_220411120001/MFGTMP_220411120001_E11f01d2.TIF
B,11,4,1,MFGTMP_220411120001/MFGTMP_220411120001_B11f04d1.TIF
B,6,2,1,MFGTMP_220411120001/MFGTMP_220411120001_B06f02d1.TIF
E,6,7,2,MFGTMP_220411120001/MFGTMP_220411120001_E06f07d2.TIF
C,9,5,2,MFGTMP_220411120001/MFGTMP_220411120001_C09f05d2.TIF
D,9,0,1,MFGTMP_220411120001/MFGTMP_220411120001_D09f00d1.TIF
D,8,0,1,MFGTMP_220411120001/MFGTMP_220411120001_D08f00d1.TIF
C,8,5,2,MFGTMP_220411120001/MFGTMP_220411120001_C08f05d2.TIF
G,6,6,0,MFGTMP_220411120001/MFGTMP_220411120001_G06f06d0.TIF
G,11,0,0,MFGTMP_220411120001/MFGTMP_220411120001_G11f00d0.TIF
G,7,6,0,MFGTMP_220411120001/MFGTMP_220411120001_G07f06d0.TIF
G,10,0,0,MFGTMP_220411120001/MFGTMP_220411120001_G10f00d0.TIF
B,8,8,3,MFGTMP_220411120001/MFGTMP_220411120001_B08f08d3.TIF
D,3,6,4,MFGTMP_220411120001/MFGTMP_220411120001_D03f06d4.TIF
F,8,1,3,MFGTMP_220411120001/MFGTMP_220411120001_F08f01d3.TIF
B,9,8,3,MFGTMP_220411120001/MFGTMP_220411120001_B09f08d3.TIF
D,2,6,4,MFGTMP_220411120001/MFGTMP_220411120001_D02f06d4.TIF
F,9,1,3,MFGTMP_220411120001/MFGTMP_220411120001_F09f01d3.TIF
B,7,0,3,MFGTMP_220411120001/MFGTMP_220411120001_B07f00d3.TIF
E,7,5,0,MFGTMP_220411120001/MFGTMP_220411120001_E07f05d0.TIF
E,10,3,0,MFGTMP_220411120001/MFGTMP_220411120001_E10f03d0.TIF
B,10,6,3,MFGTMP_220411120001/MFGTMP_220411120001_B10f06d3.TIF
E,6,5,0,MFGTMP_220411120001/MFGTMP_220411120001_E06f05d0.TIF
B,6,0,3,MFGTMP_220411120001/MFGTMP_220411120001_B06f00d3.TIF
B,11,6,3,MFGTMP_220411120001/MFGTMP_220411120001_B11f06d3.TIF
E,11,3,0,MFGTMP_220411120001/MFGTMP_220411120001_E11f03d0.TIF
F,2,5,4,MFGTMP_220411120001/MFGTMP_220411120001_F02f05d4.TIF
D,9,2,3,MFGTMP_220411120001/MFGTMP_220411120001_D09f02d3.TIF
C,9,7,0,MFGTMP_220411120001/MFGTMP_220411120001_C09f07d0.TIF
C,8,7,0,MFGTMP_220411120001/MFGTMP_220411120001_C08f07d0.TIF
F,3,5,4,MFGTMP_220411120001/MFGTMP_220411120001_F03f05d4.TIF
